INFO:root:# gpu   pwr  temp    sm   mem   enc   dec  mclk  pclk

INFO:root:# Idx     W     C     %     %     %     %   MHz   MHz

INFO:root:    0     1    42     0     9     0     0   405   405

INFO:root:    0     1    42    38    28     0     0   405   405

INFO:root:    0     1    42     9    15     0     0   405   405

INFO:root:    0     1    42     1    10     0     0   405   405

INFO:root:    0     1    42     4    12     0     0   405   405

INFO:root:    0     1    41     1     9     0     0   405   405

INFO:root:    0     1    42     1    10     0     0   405   405

INFO:root:    0     1    41     0     9     0     0   405   405

INFO:root:    0     1    41     1     9     0     0   405   405

INFO:root:    0     1    41     1    10     0     0   405   405

INFO:root:    0     1    41     1    10     0     0   405   405

INFO:root:    0     1    41     1     9     0     0   405   405

INFO:root:    0     1    41     1    10     0     0   405   405

INFO:root:    0     1    41     1     9     0     0   405   405

INFO:root:    0     1    41     0     9     0     0   405   405

INFO:root:    0     1    41     2    10     0     0   405   405

INFO:root:    0     1    41     3    11     0     0   405   405

INFO:root:    0     1    40     2    10     0     0   405   405

INFO:root:    0     1    40     1     9     0     0   405   405

INFO:root:    0     1    40     1    10     0     0   405   405

INFO:root:    0     1    40     2    10     0     0   405   405

INFO:root:    0     1    40     4    11     0     0   405   405

INFO:root:    0     1    40     1     9     0     0   405   405

INFO:root:    0     1    40     1     9     0     0   405   405

INFO:root:    0     1    40     1    10     0     0   405   405

INFO:root:    0     1    40     1     9     0     0   405   405

INFO:root:    0     1    40     1     9     0     0   405   405

INFO:root:    0     1    40     1    10     0     0   405   405

INFO:root:    0     1    40     3    11     0     0   405   405

INFO:root:    0     1    39     1     9     0     0   405   405

INFO:root:    0     1    39     4    11     0     0   405   405

INFO:root:    0     1    39     1     9     0     0   405   405

INFO:root:    0     1    39     1    10     0     0   405   405

INFO:root:    0     1    39     2    10     0     0   405   405

INFO:root:    0     1    39     1     9     0     0   405   405

INFO:root:    0     1    39     1     9     0     0   405   405

INFO:root:    0     1    39     3    11     0     0   405   405

INFO:root:    0     1    39     6    11     0     0   405   405

INFO:root:    0     1    39     1    10     0     0   405   405

INFO:root:    0     1    39     1     9     0     0   405   405

INFO:root:    0     1    39     1     9     0     0   405   405

INFO:root:    0     1    39     1     9     0     0   405   405

INFO:root:    0     1    38     1     9     0     0   405   405

INFO:root:    0     1    38     1     9     0     0   405   405

INFO:root:# gpu   pwr  temp    sm   mem   enc   dec  mclk  pclk

INFO:root:# Idx     W     C     %     %     %     %   MHz   MHz

INFO:root:    0     1    38     1     9     0     0   405   405

INFO:root:    0     1    38     1    10     0     0   405   405

INFO:root:    0     1    38     1    10     0     0   405   405

INFO:root:    0     1    38     1    10     0     0   405   405

INFO:root:    0     1    38     1     9     0     0   405   405

INFO:root:    0     1    38     1    10     0     0   405   405

INFO:root:    0     1    38     1     9     0     0   405   405

INFO:root:    0     1    38     1    10     0     0   405   405

INFO:root:    0     1    38     9    14     0     0   405   405

INFO:root:    0     1    38     4    11     0     0   405   405

INFO:root:    0     1    38     1     9     0     0   405   405

INFO:root:    0     1    38     1    10     0     0   405   405

INFO:root:    0     1    38     1    10     0     0   405   405

INFO:root:    0     1    38     4    11     0     0   405   405

INFO:root:    0     1    38     5    11     0     0   405   405

INFO:root:    0     1    38     1     9     0     0   405   405

INFO:root:    0     1    38    35    28     0     0   405   405

INFO:root:    0     1    38    12    15     0     0   405   405

INFO:root:    0     2    37     1     9     0     0   405   405

INFO:root:    0     1    37     1    10     0     0   405   405

INFO:root:    0     1    37    13    18     0     0   405   405

INFO:root:    0     2    37     9    13     0     0   405   405

INFO:root:    0     1    37     1     9     0     0   405   405

INFO:root:    0     1    37     1     9     0     0   405   405

INFO:root:    0     1    37     2    10     0     0   405   405

INFO:root:    0     1    37     2    10     0     0   405   405

INFO:root:    0     3    38     5     2     0     0  2505  1045

INFO:root:    0    13    40    81     2     0     0  2505  1124

INFO:root:    0    13    41    80     2     0     0  2505  1124

INFO:root:    0    10    41    79     2     0     0  2505  1124

INFO:root:    0    13    41    82     2     0     0  2505  1124

INFO:root:    0    12    42    81     2     0     0  2505  1124

INFO:root:    0    12    42    83     2     0     0  2505  1124

INFO:root:    0    13    42    82     2     0     0  2505  1124

INFO:root:    0    13    42    82     2     0     0  2505  1124

INFO:root:    0    12    43    82     2     0     0  2505  1124

INFO:root:    0    13    43    83     2     0     0  2505  1124

INFO:root:    0     9    43    81     2     0     0  2505  1124

INFO:root:    0    12    44    88     2     0     0  2505  1124

INFO:root:    0    13    44    83     2     0     0  2505  1124

INFO:root:    0    12    44    79     2     0     0  2505  1124

INFO:root:    0    14    44    74     2     0     0  2505  1124

INFO:root:    0    14    44    81     2     0     0  2505  1124

INFO:root:    0     9    44    82     2     0     0  2505  1124

INFO:root:# gpu   pwr  temp    sm   mem   enc   dec  mclk  pclk

INFO:root:# Idx     W     C     %     %     %     %   MHz   MHz

INFO:root:    0    14    45    81     2     0     0  2505  1124

INFO:root:    0    14    44    87     2     0     0  2505  1124

INFO:root:    0    11    45    87     2     0     0  2505  1124

INFO:root:    0    10    45    88     2     0     0  2505  1124

INFO:root:    0     7    45    87     2     0     0  2505  1124

INFO:root:    0     6    45    87     2     0     0  2505  1124

INFO:root:    0    14    46    86     2     0     0  2505  1124

INFO:root:    0    12    46    85     2     0     0  2505  1124

INFO:root:    0    12    46    92     2     0     0  2505  1124

INFO:root:    0    12    46    90     2     0     0  2505  1124

INFO:root:    0    14    46    85     2     0     0  2505  1124

INFO:root:    0    12    46    85     2     0     0  2505  1124

INFO:root:    0    13    46    84     2     0     0  2505  1124

INFO:root:    0    12    46    84     2     0     0  2505  1124

INFO:root:    0    11    46    86     2     0     0  2505  1124

INFO:root:    0    14    46    83     2     0     0  2505  1124

INFO:root:    0    12    47    89     2     0     0  2505  1124

INFO:root:    0    16    47    83     2     0     0  2505  1124

INFO:root:    0    11    47    86     2     0     0  2505  1124

INFO:root:    0    11    47    89     2     0     0  2505  1124

INFO:root:    0    12    48    86     2     0     0  2505  1124

INFO:root:    0    13    47    84     2     0     0  2505  1124

INFO:root:    0    13    48    92     2     0     0  2505  1124

INFO:root:    0    15    48    87     2     0     0  2505  1124

INFO:root:    0    15    48    89     2     0     0  2505  1124

INFO:root:    0    14    48    88     2     0     0  2505  1124

INFO:root:    0    15    48    86     2     0     0  2505  1124

